GID_4,NAME_2,NAME_3,NAME_4,pop,builtup,flood,pop_norm,builtup_norm,flood_norm,ASI,stress_tier
BGD.3.1.4.1_1,Dhaka,Biman Bandar,Dakshinkhan (part),107.3020732241385,0.2767266159338595,0.8295454545454545,0.05427962364630804,0.5170020814812498,0.8295454545454545,0.4100489416133243,Moderate stress
BGD.3.1.4.2_1,Dhaka,Biman Bandar,Ward No-01,12.651576531116785,0.3899066153846154,0.6666666666666666,0.005026800914244243,0.7284537161591119,0.6666666666666666,0.42363618768805356,Moderate stress
BGD.3.1.4.3_1,Dhaka,Biman Bandar,Ward No-98 (rest. Area),5.266141739996264,0.0692077228364313,0.928358208955224,0.0011836778110868346,0.12929922421905496,0.928358208955224,0.27781775183991,Low stress
BGD.3.1.5.1_1,Dhaka,Cantonment,Ward No-15 (part),157.95976595412804,0.1968950301715369,0.978846153846154,0.0806401230332012,0.3678545342972291,0.978846153846154,0.4057166746788492,Moderate stress
BGD.3.1.5.2_1,Dhaka,Cantonment,Ward No-98 (Rest. Area),203.4217511856937,0.1623314492075558,0.9642147117296224,0.10429695715336583,0.3032801772498574,0.9642147117296224,0.38892052283120204,Moderate stress
BGD.3.1.6.1_1,Dhaka,Chak Bazar,Ward No-63 (Part),1314.6183714124893,0.3601379861111111,0.6670908111974161,0.6825249862571352,0.6728376589710174,0.6670908111974161,0.6752758779420642,High stress
BGD.3.1.6.2_1,Dhaka,Chak Bazar,Ward No-64,1511.6390456854128,0.4460062745098039,0.6670908111974161,0.7850476848541454,0.8332634412382608,0.6670908111974161,0.7724339811744034,High stress
BGD.3.1.6.3_1,Dhaka,Chak Bazar,Ward No-65,687.4464124435757,0.4083803534730784,0.9866666666666668,0.3561665370479139,0.7629677834534468,0.9866666666666668,0.6561720056945386,Moderate stress
BGD.3.1.6.4_1,Dhaka,Chak Bazar,Ward No-66 (Part),661.5951619395747,0.3640249134948097,1.0,0.34271444643073273,0.680099517542724,1.0,0.6251206097122465,Moderate stress
BGD.3.1.6.5_1,Dhaka,Chak Bazar,Ward No-67 (Part),1167.3173192703707,0.4081622432859401,0.6670908111974161,0.605874647770986,0.7625602931209314,0.6670908111974161,0.6760186645000743,High stress
BGD.3.1.7.1_1,Dhaka,Dakshinkhan,Dakshinkhan (Part),235.6195920400544,0.3007861800378327,0.8656609195402302,0.12105159239947912,0.5619520212595713,0.8656609195402302,0.46151907428569916,Moderate stress
BGD.3.1.8.1_1,Dhaka,Darus Salam,Ward No-09,267.47564556136905,0.222318845184617,0.9456106870229009,0.1376283734185704,0.41535327321180554,0.9456106870229009,0.43682766674728535,Moderate stress
BGD.3.1.8.2_1,Dhaka,Darus Salam,Ward No-10,322.6992011995866,0.2332555245603395,0.9675516224188792,0.16636478887875383,0.4357860240791562,0.9675516224188792,0.460958929583926,Moderate stress
BGD.3.1.9.1_1,Dhaka,Demra,Demra (part),75.37205927517574,0.074685176417735,0.8945294741627521,0.03766435619598379,0.1395326269338404,0.8945294741627521,0.2875345304459257,Low stress
BGD.3.1.9.2_1,Dhaka,Demra,Matuail (part),415.9988607301258,0.2906475360990143,0.7886178861788619,0.21491468298784994,0.5430102219603699,0.7886178861788619,0.4731739224259849,Moderate stress
BGD.3.1.9.3_1,Dhaka,Demra,Saralia,292.1834401498169,0.3104846048478349,0.9899274778404512,0.1504854493926343,0.5800713691110225,0.9899274778404512,0.5107010284060244,Moderate stress
BGD.3.1.10.1_1,Dhaka,Dhamrai,Amta,10.172251737838533,0.0249217205180054,0.2635658914728687,0.0037366466223487257,0.046560687118662666,0.2635658914728687,0.0836823720086886,Low stress
BGD.3.1.10.2_1,Dhaka,Dhamrai,Baisakanda,8.194361254926648,0.0257999025234248,0.0,0.00270742128553676,0.048201374709153505,0.0,0.01795344966241843,Low stress
BGD.3.1.10.3_1,Dhaka,Dhamrai,Balia,9.513258048396674,0.0324569937829774,0.0183823529411765,0.00339372925263965,0.06063866783393894,0.0183823529411765,0.027176613678228614,Low stress
BGD.3.1.10.4_1,Dhaka,Dhamrai,Bhararia,13.270500004413568,0.0416631975867269,0.4181146025878013,0.005348867138723413,0.0778384103054643,0.4181146025878013,0.1339116411093522,Low stress
BGD.3.1.10.5_1,Dhaka,Dhamrai,Chauhat,8.433125051131434,0.0207761550694116,0.3848964677222906,0.002831665651284245,0.038815620896510736,0.3848964677222906,0.1109422505048651,Low stress
BGD.3.1.10.6_1,Dhaka,Dhamrai,Dhamrai,27.98950259780245,0.0577185871221233,0.5499697153240465,0.013008123570057263,0.1078343316619274,0.5499697153240465,0.1804376943407091,Low stress
BGD.3.1.10.7_1,Dhaka,Dhamrai,Dhamrai Paurashava,73.88292153115454,0.1759995259558594,0.7470039946737687,0.036889460766033985,0.3288159360884918,0.7470039946737687,0.31659236060582785,Low stress
BGD.3.1.10.8_1,Dhaka,Dhamrai,Gangutia,13.064076940216683,0.0492934413098155,0.0572831423895254,0.005241451763802849,0.09209382218094833,0.0572831423895254,0.0486502040662344,Low stress
BGD.3.1.10.9_1,Dhaka,Dhamrai,Jadabpur,9.063574016032714,0.0227349618215902,0.0320512820512821,0.0031597293402747455,0.04247521527516606,0.0320512820512821,0.024143037595238545,Low stress
BGD.3.1.10.10_1,Dhaka,Dhamrai,Kulla,16.47383779892088,0.0304342028556537,0.3802698145025302,0.007015772586198165,0.056859533267144345,0.3802698145025302,0.11777459930361234,Low stress
BGD.3.1.10.11_1,Dhaka,Dhamrai,Kushura,9.78020577002476,0.033649639698657,0.0,0.003532639551808168,0.06286686123989538,0.0,0.02341645725468665,Low stress
BGD.3.1.10.12_1,Dhaka,Dhamrai,Nannar,12.652308064062645,0.0276680555935542,0.0521739130434784,0.005027181578517163,0.05169160286275234,0.0521739130434784,0.03314641189423978,Low stress
BGD.3.1.10.13_1,Dhaka,Dhamrai,Rowail,9.010020281854816,0.0320379482515736,0.1615720524017471,0.0031318618417590345,0.059855774539630875,0.1615720524017471,0.06259527892601119,Low stress
BGD.3.1.10.14_1,Dhaka,Dhamrai,Sanora,14.35906645658024,0.031168120492258,0.0987306064880114,0.005915319216355137,0.05823069499829821,0.0987306064880114,0.04742952255794927,Low stress
BGD.3.1.10.15_1,Dhaka,Dhamrai,Sombhag,20.896741080812728,0.0523569711243088,0.1699576868829341,0.00931729744782251,0.09781734568600742,0.1699576868829341,0.08045241168996511,Low stress
BGD.3.1.10.16_1,Dhaka,Dhamrai,Suapur,10.440488448723343,0.0287054457941783,0.0,0.003876227666643609,0.05362973552563685,0.0,0.02032089850063034,Low stress
BGD.3.1.10.17_1,Dhaka,Dhamrai,Suti Para,22.99805767039784,0.0515267340598191,0.0828586224754015,0.010410749432828426,0.09626623254491856,0.0828586224754015,0.05857213678270323,Low stress
BGD.3.1.11.1_1,Dhaka,Dhanmondi,Ward No-47 (Part),615.4775744279224,0.4229566406249998,0.6670908111974161,0.318716459712198,0.7902003312601709,0.6670908111974161,0.5708294026252929,Moderate stress
BGD.3.1.11.2_1,Dhaka,Dhanmondi,Ward No-48 (Part),547.3589272692655,0.4484525443110347,0.9411764705882352,0.28326988763413846,0.837833751812952,0.9411764705882352,0.6418438858352473,Moderate stress
BGD.3.1.11.3_1,Dhaka,Dhanmondi,Ward No-49,552.4880544963975,0.3795694374475231,1.0,0.28593890684602347,0.7091410002785544,1.0,0.6125749128359035,Moderate stress
BGD.3.1.12.1_1,Dhaka,Dohar,Bilaspur,26.156316013458728,0.0499066157479967,0.902025630425796,0.012054197103444906,0.0932394021237412,0.902025630425796,0.2629618771911364,Low stress
BGD.3.1.12.2_1,Dhaka,Dohar,Dohar Paurashava,43.78504882856187,0.0868424263991112,0.1708542713567842,0.02122757582483946,0.16224574227422253,0.1708542713567842,0.1079906079651097,Low stress
BGD.3.1.12.3_1,Dhaka,Dohar,Kushumhati,13.375609804337676,0.0450730795444688,0.8352586639879459,0.005403562618662152,0.08420901569088655,0.8352586639879459,0.24044924653626162,Low stress
BGD.3.1.12.4_1,Dhaka,Dohar,Mahmudpur,15.0221618887624,1.906452664758524e-05,0.9999497062847026,0.006260370990162859,3.561782420528752e-05,0.9999497062847026,0.2525040412057126,Low stress
BGD.3.1.12.5_1,Dhaka,Dohar,Muksudpur,33.355366576800755,0.0384222404881444,0.9875540416612076,0.015800332344398062,0.07178340341606894,0.9875540416612076,0.2783328345486853,Low stress
BGD.3.1.12.6_1,Dhaka,Dohar,Narisha,30.256314561673086,0.0497841679305951,0.9859629421673216,0.01418769358526325,0.0930106356342735,0.9859629421673216,0.28471953544793144,Low stress
BGD.3.1.12.7_1,Dhaka,Dohar,Nayabari,9.019315206721473,0.0204275303370407,0.983889085015565,0.0031366985970087196,0.038164293189259485,0.983889085015565,0.2605844533089356,Low stress
BGD.3.1.12.8_1,Dhaka,Dohar,Roypara,20.414498400166156,0.0545725295485371,0.0,0.00906635514858921,0.10195662340999448,0.0,0.03931136025293375,Low stress
BGD.3.1.12.9_1,Dhaka,Dohar,Sutar Para,27.817540220088667,0.0493309829150867,0.5884900990099016,0.012918640336455326,0.09216396031349428,0.5884900990099016,0.1845473669967805,Low stress
BGD.3.1.13.1_1,Dhaka,Gendaria,Ward No-76 (Part),732.8796830047482,0.3576103368712505,1.0,0.37980842905345585,0.6681153090306171,1.0,0.6357637297820984,Moderate stress
BGD.3.1.13.2_1,Dhaka,Gendaria,Ward No-80 (Part),699.7464627352628,0.2854481060606061,1.0,0.3625670549297878,0.5332962443463928,1.0,0.5816805074931526,Moderate stress
BGD.3.1.13.3_1,Dhaka,Gendaria,Ward No-81,524.0318367739758,0.4250124623493976,0.6666666666666666,0.27113128199379405,0.794041176518518,0.6666666666666666,0.5530335912456655,Moderate stress
BGD.3.1.13.4_1,Dhaka,Gendaria,Ward No-82,390.9526977539062,0.379955930359086,1.0,0.2018815318868365,0.709863076249026,1.0,0.5792046894418936,Moderate stress
BGD.3.1.14.1_1,Dhaka,Gulshan,Ward No-18,237.4296834685175,0.3657435030034776,0.9793103448275864,0.1219935009511486,0.6833103194751463,0.9793103448275864,0.5327835984036573,Moderate stress
BGD.3.1.14.2_1,Dhaka,Gulshan,Ward No-19,287.59618480565825,0.3325238873076762,0.9956896551724138,0.14809840144057412,0.6212468623596175,0.9956896551724138,0.5255981761951992,Moderate stress
BGD.3.1.14.3_1,Dhaka,Gulshan,Ward No-20 (Part),408.4976381035981,0.3408911897949451,0.973684210526316,0.21101130792689946,0.6368793044639043,0.973684210526316,0.5507333323647052,Moderate stress
BGD.3.1.15.1_1,Dhaka,Hazaribagh,Ward No-46 (Part),263.15639886437583,0.2566673681046145,0.9922752808988764,0.13538078783438673,0.47952584217672767,0.9922752808988764,0.4700551801203285,Moderate stress
BGD.3.1.15.2_1,Dhaka,Hazaribagh,Ward No-48 (Part),406.05508338818913,0.3060210310828876,0.9511568123393316,0.20974028750318655,0.5717321751396178,0.9511568123393316,0.5217915793849738,Moderate stress
BGD.3.1.15.3_1,Dhaka,Hazaribagh,Ward No-58,545.7918652895678,0.3814289315726291,0.7903225806451615,0.28245444314527823,0.712615051120891,0.7903225806451615,0.5599776903117135,Moderate stress
BGD.3.1.16.1_1,Dhaka,Jatrabari,Dhania(part),359.84953649217965,0.413410391742904,0.6670908111974161,0.1856965297837936,0.7723652902550757,0.6670908111974161,0.5113791663021479,Moderate stress
BGD.3.1.16.2_1,Dhaka,Jatrabari,Matuail (part),640.4534848857219,0.2483847526506369,0.8776190476190476,0.33171305384883065,0.4640516189424918,0.8776190476190476,0.5145080500741663,Moderate stress
BGD.3.1.16.3_1,Dhaka,Jatrabari,Ward No-76 (Part),636.9471709236266,0.4504119047619048,0.6670908111974161,0.3298884901534267,0.841494380654357,0.6670908111974161,0.5932511320897497,Moderate stress
BGD.3.1.16.4_1,Dhaka,Jatrabari,Ward No-84,429.5150602520012,0.4479118212845174,0.5,0.22194804258258322,0.8368235312048949,0.5,0.5066674529547465,Moderate stress
BGD.3.1.16.5_1,Dhaka,Jatrabari,Ward No-85,378.8258042689214,0.3216234551367897,0.4335664335664336,0.1955711187778199,0.600881831325738,0.4335664335664336,0.39692869686674465,Moderate stress
BGD.3.1.16.6_1,Dhaka,Jatrabari,Ward No-86,402.56619393472647,0.3436225824640541,0.9836065573770492,0.20792479091535054,0.6419823036477973,0.9836065573770492,0.5537653619871316,Moderate stress
BGD.3.1.17.1_1,Dhaka,Kadamtali,Dhania(part),436.078312160129,0.4506446811573341,0.0,0.22536333034198416,0.8419292715323108,0.0,0.3848205771731024,Moderate stress
BGD.3.1.17.2_1,Dhaka,Kadamtali,Matuail (part),504.3391926232708,0.3050977649265395,0.627450980392157,0.2608839156791089,0.5700072578490193,0.627450980392157,0.46071885161683956,Moderate stress
BGD.3.1.17.3_1,Dhaka,Kadamtali,Shyampur,393.9706030936688,0.2680559845559845,0.9900095147478593,0.20345194474165287,0.5008029368670237,0.9900095147478593,0.5041641844870842,Moderate stress
BGD.3.1.17.4_1,Dhaka,Kadamtali,Ward No-88,376.28974076414016,0.4417361396303902,0.0,0.1942514396361102,0.8252856447642483,0.0,0.36655055152193095,Moderate stress
BGD.3.1.17.5_1,Dhaka,Kadamtali,Ward No-89,363.1059080279642,0.4937212162623846,0.6670908111974161,0.1873910321435848,0.9224081883764865,0.6670908111974161,0.5645719815885581,Moderate stress
BGD.3.1.18.1_1,Dhaka,Kafrul,Ward No-04,444.4102973856301,0.3042341893830702,0.6547085201793723,0.2296990053321402,0.5683938591812285,0.6547085201793723,0.45449458289112915,Moderate stress
BGD.3.1.18.2_1,Dhaka,Kafrul,Ward No-14 (part),895.8500364087763,0.416891896869245,1.0,0.4646125263084697,0.7788697075874372,1.0,0.7084494081789909,High stress
BGD.3.1.18.3_1,Dhaka,Kafrul,Ward No-15 (part),502.34801245515246,0.2836620844708528,0.9402597402597404,0.2598477748528647,0.5299594605810986,0.9402597402597404,0.5244898562094654,Moderate stress
BGD.3.1.18.4_1,Dhaka,Kafrul,Ward No-16,433.0251356575882,0.2111023657030754,0.9653179190751446,0.2237745636022061,0.39439777813129345,0.9653179190751446,0.4688785275556213,Moderate stress
BGD.3.1.19.1_1,Dhaka,Kalabagan,Ward No-50,899.8107260911623,0.4508920820189275,0.6670908111974161,0.4666735313072703,0.8423914849698307,0.6670908111974161,0.648279135061703,Moderate stress
BGD.3.1.19.2_1,Dhaka,Kalabagan,Ward No-51 (Part),667.4195481610291,0.3964804931910196,0.6670908111974161,0.3457452542142223,0.7407355434703189,0.6670908111974161,0.5643282446996545,Moderate stress
BGD.3.1.20.1_1,Dhaka,Kamrangir Char,Sultanganj,205.9518892800089,0.3804904524699046,0.9956363636363637,0.10561355291779288,0.7108617118264474,0.9956363636363637,0.5399561112154647,Moderate stress
BGD.3.1.21.1_1,Dhaka,Keraniganj,Aganagar,348.30538378632923,0.4026156846000569,0.9840425531914894,0.17968935468510186,0.7521977829012969,0.9840425531914894,0.5811556041873669,Moderate stress
BGD.3.1.21.2_1,Dhaka,Keraniganj,Basta,27.687081648244856,0.0499643021277004,0.748717948717949,0.012850754238258282,0.0933471762830113,0.748717948717949,0.2249913005738445,Low stress
BGD.3.1.21.3_1,Dhaka,Keraniganj,Hazratpur,18.497452341278493,0.0491063049514113,0.8390804597701154,0.008068791131425876,0.09174419955253113,0.8390804597701154,0.2451081012384851,Low stress
BGD.3.1.21.4_1,Dhaka,Keraniganj,Kalatia,18.80751021313257,0.0613133680936911,0.8344322344322348,0.008230134451668966,0.11455037969546365,0.8344322344322348,0.25199274528213855,Low stress
BGD.3.1.21.5_1,Dhaka,Keraniganj,Kalindi,92.12104739306362,0.1574434584356366,0.9200857317819966,0.046379946409813,0.29414805457775645,0.9200857317819966,0.3515252306116391,Moderate stress
BGD.3.1.21.6_1,Dhaka,Keraniganj,Konda,63.550948042612106,0.0824856797136409,0.9327615417196076,0.031513061523735224,0.1541061309207088,0.9327615417196076,0.29973275586164405,Low stress
BGD.3.1.21.7_1,Dhaka,Keraniganj,Ruhitpur,25.11386283968426,0.0694428467071947,0.931541781090624,0.011511740770216002,0.1297385008321136,0.931541781090624,0.28289861687198214,Low stress
BGD.3.1.21.8_1,Dhaka,Keraniganj,Sakta,49.93183655473193,0.1191474879828221,0.8818587555788924,0.02442615012530586,0.2226005586145141,0.8818587555788924,0.30814534445992536,Low stress
BGD.3.1.21.9_1,Dhaka,Keraniganj,Subhadya (Part),120.3917215534939,0.1789262908823219,0.8055968301139182,0.06109102085304165,0.3342839448446466,0.8055968301139182,0.3428349965653225,Moderate stress
BGD.3.1.21.10_1,Dhaka,Keraniganj,Taranagar,25.51809787740096,0.0670865362606562,0.3178053830227747,0.011722090608308481,0.12533625928637235,0.3178053830227747,0.12800787274924738,Low stress
BGD.3.1.21.11_1,Dhaka,Keraniganj,Tegharia,42.517359604930185,0.0732165023181379,0.2034976152623214,0.020567914494023832,0.13678873631115165,0.2034976152623214,0.10697762732209296,Low stress
BGD.3.1.21.12_1,Dhaka,Keraniganj,Zinjira,308.8468863509962,0.2827753024193548,0.9966254218222722,0.15915652657159304,0.5283027057189126,0.9966254218222722,0.49772491308582467,Moderate stress
BGD.3.1.22.1_1,Dhaka,Khilgaon,Dakshingaon (Part),429.4735726424448,0.2382438929133858,0.7082228116710878,0.22192645387517596,0.445105679917164,0.7082228116710878,0.4216132724388497,Moderate stress
BGD.3.1.22.2_1,Dhaka,Khilgaon,Nasirabad,79.72953643629064,0.0381647079472058,0.9765484894468202,0.039931835582504877,0.07130226119104265,0.9765484894468202,0.2850656480115719,Low stress
BGD.3.1.22.3_1,Dhaka,Khilgaon,Ward No-24,961.2547310502428,0.3762561987457791,0.902439024390244,0.4986468519968886,0.70295095130381,0.902439024390244,0.67110132985265,High stress
BGD.3.1.22.4_1,Dhaka,Khilgaon,Ward No-25,1062.8341383656684,0.4734531191369605,0.6551724137931034,0.5515052385509617,0.8845417606526969,0.6551724137931034,0.6939848150971044,High stress
BGD.3.1.22.5_1,Dhaka,Khilgaon,Ward No-26,898.5948557020918,0.3958209711084259,0.4000000000000001,0.4660408346936193,0.7395033732711022,0.4000000000000001,0.5452425145223334,Moderate stress
BGD.3.1.23.1_1,Dhaka,Khilkhet,Dakshinkhan (part),85.81277495647257,0.0842092569337304,0.9310260186548848,0.04309734108896961,0.157326251281639,0.9310260186548848,0.3050596290478827,Low stress
BGD.3.1.23.2_1,Dhaka,Khilkhet,Dumni,61.14477620705127,0.0712290515212274,0.9854758291784088,0.03026097348383696,0.13307562691118746,0.9854758291784088,0.3050498161070526,Low stress
BGD.3.1.23.3_1,Dhaka,Khilkhet,Ward No-17 (Part),159.93841135550286,0.261251849357646,0.778084714548803,0.08166974120329488,0.4880909248751536,0.778084714548803,0.3980208988248225,Moderate stress
BGD.3.1.24.1_1,Dhaka,Kotwali,Ward No-68 (Part),665.1050650177563,0.4690917992656058,0.9166666666666666,0.3445408777771743,0.8763936053193666,0.9166666666666666,0.6737207796393146,High stress
BGD.3.1.24.2_1,Dhaka,Kotwali,Ward No-71 (Part),783.871287693487,0.3547504672897196,0.6670908111974161,0.40634268459680883,0.6627722793353102,0.6670908111974161,0.561280074405436,Moderate stress
BGD.3.1.24.3_1,Dhaka,Kotwali,Ward No-72,719.3339772676647,0.4866857142857142,0.6670908111974161,0.3727597154517399,0.9092639190624232,0.6670908111974161,0.6341189606518981,Moderate stress
BGD.3.1.24.4_1,Dhaka,Kotwali,Ward No-73,502.7652146625461,0.3358390348197924,0.9931506849315068,0.2600648723545379,0.6274404775216339,0.9931506849315068,0.5719177873072637,Moderate stress
BGD.3.1.25.1_1,Dhaka,Lalbagh,Ward No-56 (Part),1253.5221860658871,0.2330702797202797,0.6670908111974161,0.6507326587827104,0.4354399353317064,0.6670908111974161,0.5794697436785354,Moderate stress
BGD.3.1.25.2_1,Dhaka,Lalbagh,Ward No-59,713.0949704960507,0.3850956318914333,0.0,0.36951315357110787,0.7194654644452199,0.0,0.39961817398427013,Moderate stress
BGD.3.1.25.3_1,Dhaka,Lalbagh,Ward No-60,743.4827752297972,0.4798873515745998,0.8181818181818182,0.38532590904583036,0.8965626916779538,0.8181818181818182,0.6724727602510705,High stress
BGD.3.1.25.4_1,Dhaka,Lalbagh,Ward No-61,1192.0013079874311,0.45029609030837,0.6670908111974161,0.6187193359985046,0.8412780071286625,0.6670908111974161,0.7087077396937878,High stress
BGD.3.1.25.5_1,Dhaka,Lalbagh,Ward No-62,955.5652256250024,0.3167900898652022,0.7777777777777778,0.49568623148317564,0.5918517642411638,0.7777777777777778,0.599867054522122,Moderate stress
BGD.3.1.25.6_1,Dhaka,Lalbagh,Ward No-91,260.5333717998937,0.4235497063142438,0.9519230769230772,0.13401585588429515,0.7913083424818581,0.9519230769230772,0.5685450314531377,Moderate stress
BGD.3.1.25.7_1,Dhaka,Lalbagh,Ward No-92,282.2351601705967,0.4104448395217119,0.8292682926829269,0.1453087108923112,0.7668248160729172,0.8292682926829269,0.5338292431531773,Moderate stress
BGD.3.1.26.1_1,Dhaka,Mirpur,Ward No-07 (Part),1547.5918076812704,0.3609153916628493,0.0,0.8037562503152774,0.6742900681910247,0.0,0.5575040239929696,Moderate stress
BGD.3.1.26.2_1,Dhaka,Mirpur,Ward No-11,581.2097339757116,0.3637243237299318,0.7727272727272727,0.30088466875311454,0.679537932479468,0.7727272727272727,0.5513739620508777,Moderate stress
BGD.3.1.26.3_1,Dhaka,Mirpur,Ward No-12,597.1200356646925,0.381764746703678,0.8333333333333334,0.3091638357525499,0.7132424469395378,0.8333333333333334,0.5816337240631915,Moderate stress
BGD.3.1.26.4_1,Dhaka,Mirpur,Ward No-13,1017.7461022913728,0.4362010768899418,0.0,0.5280429945512648,0.8149446121596177,0.0,0.4964478120763721,Moderate stress
BGD.3.1.26.5_1,Dhaka,Mirpur,Ward No-14 (part),1003.3442914954512,0.4400706782106782,0.6670908111974161,0.5205487936866586,0.8221741008395265,0.6670908111974161,0.6627531555678516,High stress
BGD.3.1.27.1_1,Dhaka,Mohammadpur,Ward No-42,927.10946119897,0.4252641412283928,0.4285714285714285,0.48087884251060337,0.7945113824792503,0.4285714285714285,0.5775733780148361,Moderate stress
BGD.3.1.27.2_1,Dhaka,Mohammadpur,Ward No-44,995.6870441078066,0.3756094439901881,0.8,0.5165642287728326,0.7017426340130426,0.8,0.652235613413698,Moderate stress
BGD.3.1.27.3_1,Dhaka,Mohammadpur,Ward No-45,762.9810455266816,0.3142470102411629,1.0,0.3954721299751191,0.5871005860627876,1.0,0.6136740571120233,Moderate stress
BGD.3.1.27.4_1,Dhaka,Mohammadpur,Ward No-46,534.0461028423977,0.2943863590772317,0.8435091879075283,0.27634235735729046,0.5499953804190356,0.8435091879075283,0.5139126230664607,Moderate stress
BGD.3.1.27.5_1,Dhaka,Mohammadpur,Ward No-47(part),493.9836397321529,0.2586655464106082,0.9805068226120858,0.2554952465367488,0.4832589935394297,0.9805068226120858,0.5164654520065214,Moderate stress
BGD.3.1.27.6_1,Dhaka,Mohammadpur,Ward No-51(part),516.481319489771,0.2993770918367346,0.6670908111974161,0.26720225570943706,0.5593194536241817,0.6670908111974161,0.4694154138515924,Moderate stress
BGD.3.1.28.1_1,Dhaka,Motijheel,Ward No-31,541.8436338915217,0.4058584233509537,0.4,0.28039992100384853,0.7582561184114389,0.4,0.47754960984554307,Moderate stress
BGD.3.1.28.2_1,Dhaka,Motijheel,Ward No-32,440.5317206430126,0.3224256923732425,0.9333333333333336,0.22768072904800815,0.6023806330210074,0.9333333333333336,0.5352388465098893,Moderate stress
BGD.3.1.28.3_1,Dhaka,Motijheel,Ward No-33,588.1998229019408,0.2743475993804853,0.4,0.30452206763419526,0.5125574186293513,0.4,0.40120392357395107,Moderate stress
BGD.3.1.28.4_1,Dhaka,Motijheel,Ward No-34,697.3839520985948,0.3389292381812706,0.7777777777777778,0.36133768665750277,0.6332138346116019,0.7777777777777778,0.5606043612215061,Moderate stress
BGD.3.1.28.5_1,Dhaka,Motijheel,Ward No-35,673.4117262936127,0.4039991908006815,1.0,0.3488633750657196,0.7547825562634518,1.0,0.653719244718496,Moderate stress
BGD.3.1.29.1_1,Dhaka,Nawabganj,Agla,11.880521958982545,0.0163431142078158,0.2805907172995788,0.004625570963161748,0.03053347085827861,0.2805907172995788,0.08268462251055692,Low stress
BGD.3.1.29.2_1,Dhaka,Nawabganj,Bakshanagar,20.72755641737968,0.0495301063598871,0.682424916573972,0.009229259640011766,0.092535978144472,0.682424916573972,0.2066855253500629,Low stress
BGD.3.1.29.3_1,Dhaka,Nawabganj,Bandura,14.29774060022897,0.0413731939674481,0.5536277602523666,0.005883407376087068,0.07729660309874418,0.5536277602523666,0.16781411409808694,Low stress
